"","liczba_przypadkow","stan_rekordu_na","wojewodztwo"
"1996",1715,"2021-03-20","małopolskie"
"1997",3852,"2021-03-20","mazowieckie"
"1998",500,"2021-03-20","opolskie"
"1999",1211,"2021-03-20","podkarpackie"
"2000",351,"2021-03-20","podlaskie"
"2001",1213,"2021-03-20","pomorskie"
"2002",3649,"2021-03-20","śląskie"
"2003",461,"2021-03-20","świętokrzyskie"
"2004",605,"2021-03-20","warmińsko-mazurskie"
"2005",2152,"2021-03-20","wielkopolskie"
"2006",662,"2021-03-20","zachodniopomorskie"
"2007",14578,"2021-03-21","Cały kraj"
"2008",1215,"2021-03-21","dolnośląskie"
"2009",704,"2021-03-21","kujawsko-pomorskie"
"2010",181,"2021-03-21","lubelskie"
"2011",495,"2021-03-21","lubuskie"
"2012",862,"2021-03-21","łódzkie"
"2013",1207,"2021-03-21","małopolskie"
"2014",2899,"2021-03-21","mazowieckie"
"2015",240,"2021-03-21","opolskie"
"2016",669,"2021-03-21","podkarpackie"
"2017",167,"2021-03-21","podlaskie"
"2018",1231,"2021-03-21","pomorskie"
"2019",1859,"2021-03-21","śląskie"
"2020",429,"2021-03-21","świętokrzyskie"
"2021",310,"2021-03-21","warmińsko-mazurskie"
"2022",1355,"2021-03-21","wielkopolskie"
"2023",517,"2021-03-21","zachodniopomorskie"
"2024",16741,"2021-03-22","Cały kraj"
"2025",1307,"2021-03-22","dolnośląskie"
"2026",863,"2021-03-22","kujawsko-pomorskie"
"2027",737,"2021-03-22","lubelskie"
"2028",428,"2021-03-22","lubuskie"
"2029",1112,"2021-03-22","łódzkie"
"2030",1211,"2021-03-22","małopolskie"
"2031",3105,"2021-03-22","mazowieckie"
"2032",316,"2021-03-22","opolskie"
"2033",721,"2021-03-22","podkarpackie"
"2034",355,"2021-03-22","podlaskie"
"2035",871,"2021-03-22","pomorskie"
"2036",2023,"2021-03-22","śląskie"
"2037",553,"2021-03-22","świętokrzyskie"
"2038",894,"2021-03-22","warmińsko-mazurskie"
"2039",1420,"2021-03-22","wielkopolskie"
"2040",402,"2021-03-22","zachodniopomorskie"
"2041",29978,"2021-03-23","Cały kraj"
"2042",2328,"2021-03-23","dolnośląskie"
"2043",1273,"2021-03-23","kujawsko-pomorskie"
"2044",977,"2021-03-23","lubelskie"
"2045",749,"2021-03-23","lubuskie"
"2046",1934,"2021-03-23","łódzkie"
"2047",2608,"2021-03-23","małopolskie"
"2048",4308,"2021-03-23","mazowieckie"
"2049",484,"2021-03-23","opolskie"
"2050",1451,"2021-03-23","podkarpackie"
"2051",689,"2021-03-23","podlaskie"
"2052",1935,"2021-03-23","pomorskie"
"2053",4605,"2021-03-23","śląskie"
"2054",691,"2021-03-23","świętokrzyskie"
"2055",1155,"2021-03-23","warmińsko-mazurskie"
"2056",3188,"2021-03-23","wielkopolskie"
"2057",1096,"2021-03-23","zachodniopomorskie"
"2058",34151,"2021-03-24","Cały kraj"
"2059",2680,"2021-03-24","dolnośląskie"
"2060",2254,"2021-03-24","kujawsko-pomorskie"
"2061",970,"2021-03-24","lubelskie"
"2062",936,"2021-03-24","lubuskie"
"2063",2109,"2021-03-24","łódzkie"
"2064",2919,"2021-03-24","małopolskie"
"2065",5104,"2021-03-24","mazowieckie"
"2066",642,"2021-03-24","opolskie"
"2067",1498,"2021-03-24","podkarpackie"
"2068",577,"2021-03-24","podlaskie"
"2069",1994,"2021-03-24","pomorskie"
"2070",5430,"2021-03-24","śląskie"
"2071",1024,"2021-03-24","świętokrzyskie"
"2072",1082,"2021-03-24","warmińsko-mazurskie"
"2073",3334,"2021-03-24","wielkopolskie"
"2074",1163,"2021-03-24","zachodniopomorskie"
"2075",35143,"2021-03-25","Cały kraj"
"2076",2876,"2021-03-25","dolnośląskie"
"2077",1940,"2021-03-25","kujawsko-pomorskie"
"2078",1073,"2021-03-25","lubelskie"
"2079",874,"2021-03-25","lubuskie"
"2080",1872,"2021-03-25","łódzkie"
"2081",2826,"2021-03-25","małopolskie"
"2082",5264,"2021-03-25","mazowieckie"
"2083",694,"2021-03-25","opolskie"
"2084",1716,"2021-03-25","podkarpackie"
"2085",529,"2021-03-25","podlaskie"
"2086",2625,"2021-03-25","pomorskie"
"2087",5095,"2021-03-25","śląskie"
"2088",822,"2021-03-25","świętokrzyskie"
"2089",1067,"2021-03-25","warmińsko-mazurskie"
"2090",4141,"2021-03-25","wielkopolskie"
"2091",1113,"2021-03-25","zachodniopomorskie"
"2092",31757,"2021-03-26","Cały kraj"
"2093",2709,"2021-03-26","dolnośląskie"
"2094",1503,"2021-03-26","kujawsko-pomorskie"
"2095",1025,"2021-03-26","lubelskie"
"2096",840,"2021-03-26","lubuskie"
"2097",1694,"2021-03-26","łódzkie"
"2098",2725,"2021-03-26","małopolskie"
"2099",5205,"2021-03-26","mazowieckie"
"2100",653,"2021-03-26","opolskie"
"2101",1480,"2021-03-26","podkarpackie"
"2102",559,"2021-03-26","podlaskie"
"2103",1986,"2021-03-26","pomorskie"
"2104",5044,"2021-03-26","śląskie"
"2105",939,"2021-03-26","świętokrzyskie"
"2106",760,"2021-03-26","warmińsko-mazurskie"
"2107",3146,"2021-03-26","wielkopolskie"
"2108",1038,"2021-03-26","zachodniopomorskie"
"2109",29253,"2021-03-27","Cały kraj"
"2110",2207,"2021-03-27","dolnośląskie"
"2111",1537,"2021-03-27","kujawsko-pomorskie"
"2112",860,"2021-03-27","lubelskie"
"2113",636,"2021-03-27","lubuskie"
"2114",1580,"2021-03-27","łódzkie"
"2115",2404,"2021-03-27","małopolskie"
"2116",4652,"2021-03-27","mazowieckie"
"2117",668,"2021-03-27","opolskie"
"2118",1333,"2021-03-27","podkarpackie"
"2119",356,"2021-03-27","podlaskie"
"2120",1874,"2021-03-27","pomorskie"
"2121",4647,"2021-03-27","śląskie"
"2122",718,"2021-03-27","świętokrzyskie"
"2123",885,"2021-03-27","warmińsko-mazurskie"
"2124",3652,"2021-03-27","wielkopolskie"
"2125",872,"2021-03-27","zachodniopomorskie"
"2126",16965,"2021-03-28","Cały kraj"
"2127",1887,"2021-03-28","dolnośląskie"
"2128",642,"2021-03-28","kujawsko-pomorskie"
"2129",373,"2021-03-28","lubelskie"
"2130",589,"2021-03-28","lubuskie"
"2131",929,"2021-03-28","łódzkie"
"2132",1525,"2021-03-28","małopolskie"
"2133",2834,"2021-03-28","mazowieckie"
"2134",448,"2021-03-28","opolskie"
"2135",614,"2021-03-28","podkarpackie"
"2136",181,"2021-03-28","podlaskie"
"2137",1007,"2021-03-28","pomorskie"
"2138",2694,"2021-03-28","śląskie"
"2139",585,"2021-03-28","świętokrzyskie"
"2140",249,"2021-03-28","warmińsko-mazurskie"
"2141",1534,"2021-03-28","wielkopolskie"
"2142",643,"2021-03-28","zachodniopomorskie"
"2143",20870,"2021-03-29","Cały kraj"
"2144",2110,"2021-03-29","dolnośląskie"
"2145",1181,"2021-03-29","kujawsko-pomorskie"
"2146",1010,"2021-03-29","lubelskie"
"2147",397,"2021-03-29","lubuskie"
"2148",1290,"2021-03-29","łódzkie"
"2149",1655,"2021-03-29","małopolskie"
"2150",3572,"2021-03-29","mazowieckie"
"2151",325,"2021-03-29","opolskie"
"2152",919,"2021-03-29","podkarpackie"
"2153",349,"2021-03-29","podlaskie"
"2154",989,"2021-03-29","pomorskie"
"2155",2812,"2021-03-29","śląskie"
"2156",551,"2021-03-29","świętokrzyskie"
"2157",786,"2021-03-29","warmińsko-mazurskie"
"2158",1892,"2021-03-29","wielkopolskie"
"2159",728,"2021-03-29","zachodniopomorskie"
"2160",32874,"2021-03-30","Cały kraj"
"2161",2826,"2021-03-30","dolnośląskie"
"2162",1659,"2021-03-30","kujawsko-pomorskie"
"2163",987,"2021-03-30","lubelskie"
"2164",733,"2021-03-30","lubuskie"
"2165",1832,"2021-03-30","łódzkie"
"2166",2766,"2021-03-30","małopolskie"
"2167",4813,"2021-03-30","mazowieckie"
"2168",641,"2021-03-30","opolskie"
"2169",1286,"2021-03-30","podkarpackie"
"2170",672,"2021-03-30","podlaskie"
"2171",1433,"2021-03-30","pomorskie"
"2172",6092,"2021-03-30","śląskie"
"2173",812,"2021-03-30","świętokrzyskie"
"2174",908,"2021-03-30","warmińsko-mazurskie"
"2175",3695,"2021-03-30","wielkopolskie"
"2176",1330,"2021-03-30","zachodniopomorskie"
"2177",35251,"2021-03-31","Cały kraj"
"2178",3309,"2021-03-31","dolnośląskie"
"2179",1791,"2021-03-31","kujawsko-pomorskie"
"2180",1314,"2021-03-31","lubelskie"
"2181",815,"2021-03-31","lubuskie"
"2182",2121,"2021-03-31","łódzkie"
"2183",3067,"2021-03-31","małopolskie"
"2184",4806,"2021-03-31","mazowieckie"
"2185",807,"2021-03-31","opolskie"
"2186",1470,"2021-03-31","podkarpackie"
"2187",508,"2021-03-31","podlaskie"
"2188",1873,"2021-03-31","pomorskie"
"2189",5997,"2021-03-31","śląskie"
"2190",900,"2021-03-31","świętokrzyskie"
"2191",935,"2021-03-31","warmińsko-mazurskie"
"2192",4056,"2021-03-31","wielkopolskie"
"2193",1074,"2021-03-31","zachodniopomorskie"
"2194",30546,"2021-04-01","Cały kraj"
"2195",3074,"2021-04-01","dolnośląskie"
"2196",1595,"2021-04-01","kujawsko-pomorskie"
"2197",1135,"2021-04-01","lubelskie"
"2198",759,"2021-04-01","lubuskie"
"2199",1879,"2021-04-01","łódzkie"
"2200",2628,"2021-04-01","małopolskie"
"2201",4464,"2021-04-01","mazowieckie"
"2202",711,"2021-04-01","opolskie"
"2203",1284,"2021-04-01","podkarpackie"
"2204",447,"2021-04-01","podlaskie"
"2205",1335,"2021-04-01","pomorskie"
"2206",4713,"2021-04-01","śląskie"
"2207",864,"2021-04-01","świętokrzyskie"
"2208",662,"2021-04-01","warmińsko-mazurskie"
"2209",3414,"2021-04-01","wielkopolskie"
"2210",1184,"2021-04-01","zachodniopomorskie"
"2211",28073,"2021-04-02","Cały kraj"
"2212",2695,"2021-04-02","dolnośląskie"
"2213",1126,"2021-04-02","kujawsko-pomorskie"
"2214",1112,"2021-04-02","lubelskie"
"2215",693,"2021-04-02","lubuskie"
"2216",1548,"2021-04-02","łódzkie"
"2217",2295,"2021-04-02","małopolskie"
"2218",4115,"2021-04-02","mazowieckie"
"2219",611,"2021-04-02","opolskie"
"2220",1252,"2021-04-02","podkarpackie"
"2221",438,"2021-04-02","podlaskie"
"2222",2018,"2021-04-02","pomorskie"
"2223",4506,"2021-04-02","śląskie"
"2224",860,"2021-04-02","świętokrzyskie"
"2225",742,"2021-04-02","warmińsko-mazurskie"
"2226",2779,"2021-04-02","wielkopolskie"
"2227",922,"2021-04-02","zachodniopomorskie"
"2228",22947,"2021-04-03","Cały kraj"
"2229",2320,"2021-04-03","dolnośląskie"
"2230",1102,"2021-04-03","kujawsko-pomorskie"
"2231",635,"2021-04-03","lubelskie"
"2232",661,"2021-04-03","lubuskie"
"2233",1378,"2021-04-03","łódzkie"
"2234",1693,"2021-04-03","małopolskie"
"2235",3564,"2021-04-03","mazowieckie"
"2236",647,"2021-04-03","opolskie"
"2237",880,"2021-04-03","podkarpackie"
"2238",356,"2021-04-03","podlaskie"
"2239",1273,"2021-04-03","pomorskie"
"2240",3839,"2021-04-03","śląskie"
"2241",502,"2021-04-03","świętokrzyskie"
"2242",502,"2021-04-03","warmińsko-mazurskie"
"2243",2636,"2021-04-03","wielkopolskie"
"2244",700,"2021-04-03","zachodniopomorskie"
"2245",9902,"2021-04-04","Cały kraj"
"2246",986,"2021-04-04","dolnośląskie"
"2247",376,"2021-04-04","kujawsko-pomorskie"
"2248",237,"2021-04-04","lubelskie"
"2249",267,"2021-04-04","lubuskie"
"2250",837,"2021-04-04","łódzkie"
"2251",922,"2021-04-04","małopolskie"
"2252",916,"2021-04-04","mazowieckie"
"2253",237,"2021-04-04","opolskie"
"2254",495,"2021-04-04","podkarpackie"
"2255",127,"2021-04-04","podlaskie"
"2256",550,"2021-04-04","pomorskie"
"2257",1734,"2021-04-04","śląskie"
"2258",376,"2021-04-04","świętokrzyskie"
"2259",127,"2021-04-04","warmińsko-mazurskie"
"2260",1255,"2021-04-04","wielkopolskie"
"2261",307,"2021-04-04","zachodniopomorskie"
"2262",8245,"2021-04-05","Cały kraj"
"2263",591,"2021-04-05","dolnośląskie"
"2264",368,"2021-04-05","kujawsko-pomorskie"
"2265",239,"2021-04-05","lubelskie"
"2266",205,"2021-04-05","lubuskie"
"2267",497,"2021-04-05","łódzkie"
"2268",663,"2021-04-05","małopolskie"
"2269",1792,"2021-04-05","mazowieckie"
"2270",209,"2021-04-05","opolskie"
"2271",334,"2021-04-05","podkarpackie"
"2272",92,"2021-04-05","podlaskie"
"2273",573,"2021-04-05","pomorskie"
"2274",1228,"2021-04-05","śląskie"
"2275",209,"2021-04-05","świętokrzyskie"
"2276",125,"2021-04-05","warmińsko-mazurskie"
"2277",731,"2021-04-05","wielkopolskie"
"2278",274,"2021-04-05","zachodniopomorskie"
"2279",14910,"2021-04-06","Cały kraj"
"2280",1434,"2021-04-06","dolnośląskie"
"2281",776,"2021-04-06","kujawsko-pomorskie"
"2282",911,"2021-04-06","lubelskie"
"2283",251,"2021-04-06","lubuskie"
"2284",1093,"2021-04-06","łódzkie"
"2285",1221,"2021-04-06","małopolskie"
"2286",2157,"2021-04-06","mazowieckie"
"2287",256,"2021-04-06","opolskie"
"2288",482,"2021-04-06","podkarpackie"
"2289",277,"2021-04-06","podlaskie"
"2290",730,"2021-04-06","pomorskie"
"2291",1863,"2021-04-06","śląskie"
"2292",485,"2021-04-06","świętokrzyskie"
"2293",532,"2021-04-06","warmińsko-mazurskie"
"2294",1476,"2021-04-06","wielkopolskie"
"2295",704,"2021-04-06","zachodniopomorskie"
"2296",27887,"2021-04-07","Cały kraj"
"2297",2299,"2021-04-07","dolnośląskie"
"2298",1588,"2021-04-07","kujawsko-pomorskie"
"2299",1085,"2021-04-07","lubelskie"
"2300",558,"2021-04-07","lubuskie"
"2301",1908,"2021-04-07","łódzkie"
"2302",2813,"2021-04-07","małopolskie"
"2303",3910,"2021-04-07","mazowieckie"
"2304",570,"2021-04-07","opolskie"
"2305",1060,"2021-04-07","podkarpackie"
"2306",533,"2021-04-07","podlaskie"
"2307",1484,"2021-04-07","pomorskie"
"2308",4880,"2021-04-07","śląskie"
"2309",721,"2021-04-07","świętokrzyskie"
"2310",625,"2021-04-07","warmińsko-mazurskie"
"2311",2767,"2021-04-07","wielkopolskie"
"2312",786,"2021-04-07","zachodniopomorskie"
"2313",28487,"2021-04-08","Cały kraj"
"2314",2872,"2021-04-08","dolnośląskie"
"2315",1442,"2021-04-08","kujawsko-pomorskie"
"2316",1065,"2021-04-08","lubelskie"
"2317",716,"2021-04-08","lubuskie"
"2318",2139,"2021-04-08","łódzkie"
"2319",2219,"2021-04-08","małopolskie"
"2320",3676,"2021-04-08","mazowieckie"
"2321",717,"2021-04-08","opolskie"
"2322",1078,"2021-04-08","podkarpackie"
"2323",556,"2021-04-08","podlaskie"
"2324",1323,"2021-04-08","pomorskie"
"2325",4686,"2021-04-08","śląskie"
"2326",712,"2021-04-08","świętokrzyskie"
"2327",734,"2021-04-08","warmińsko-mazurskie"
"2328",3285,"2021-04-08","wielkopolskie"
"2329",999,"2021-04-08","zachodniopomorskie"
"2330",24856,"2021-04-09","Cały kraj"
"2331",2459,"2021-04-09","dolnośląskie"
"2332",1189,"2021-04-09","kujawsko-pomorskie"
"2333",1172,"2021-04-09","lubelskie"
"2334",577,"2021-04-09","lubuskie"
"2335",1671,"2021-04-09","łódzkie"
"2336",2135,"2021-04-09","małopolskie"
"2337",3235,"2021-04-09","mazowieckie"
"2338",734,"2021-04-09","opolskie"
"2339",1088,"2021-04-09","podkarpackie"
"2340",507,"2021-04-09","podlaskie"
"2341",1214,"2021-04-09","pomorskie"
"2342",3686,"2021-04-09","śląskie"
"2343",721,"2021-04-09","świętokrzyskie"
"2344",702,"2021-04-09","warmińsko-mazurskie"
"2345",2530,"2021-04-09","wielkopolskie"
"2346",1008,"2021-04-09","zachodniopomorskie"
"2347",21703,"2021-04-10","Cały kraj"
"2348",1822,"2021-04-10","dolnośląskie"
"2349",1113,"2021-04-10","kujawsko-pomorskie"
"2350",661,"2021-04-10","lubelskie"
"2351",514,"2021-04-10","lubuskie"
"2352",1676,"2021-04-10","łódzkie"
"2353",1870,"2021-04-10","małopolskie"
"2354",3144,"2021-04-10","mazowieckie"
"2355",632,"2021-04-10","opolskie"
"2356",749,"2021-04-10","podkarpackie"
"2357",349,"2021-04-10","podlaskie"
"2358",1244,"2021-04-10","pomorskie"
"2359",3496,"2021-04-10","śląskie"
"2360",475,"2021-04-10","świętokrzyskie"
"2361",409,"2021-04-10","warmińsko-mazurskie"
"2362",2567,"2021-04-10","wielkopolskie"
"2363",701,"2021-04-10","zachodniopomorskie"
"2364",12013,"2021-04-11","Cały kraj"
"2365",1214,"2021-04-11","dolnośląskie"
"2366",524,"2021-04-11","kujawsko-pomorskie"
"2367",357,"2021-04-11","lubelskie"
"2368",295,"2021-04-11","lubuskie"
"2369",722,"2021-04-11","łódzkie"
"2370",1079,"2021-04-11","małopolskie"
"2371",1809,"2021-04-11","mazowieckie"
"2372",293,"2021-04-11","opolskie"
"2373",623,"2021-04-11","podkarpackie"
"2374",167,"2021-04-11","podlaskie"
"2375",727,"2021-04-11","pomorskie"
"2376",1831,"2021-04-11","śląskie"
"2377",371,"2021-04-11","świętokrzyskie"
"2378",230,"2021-04-11","warmińsko-mazurskie"
"2379",1125,"2021-04-11","wielkopolskie"
"2380",484,"2021-04-11","zachodniopomorskie"
"2381",13227,"2021-04-12","Cały kraj"
"2382",1276,"2021-04-12","dolnośląskie"
"2383",758,"2021-04-12","kujawsko-pomorskie"
"2384",817,"2021-04-12","lubelskie"
"2385",295,"2021-04-12","lubuskie"
"2386",1073,"2021-04-12","łódzkie"
"2387",1080,"2021-04-12","małopolskie"
"2388",1766,"2021-04-12","mazowieckie"
"2389",214,"2021-04-12","opolskie"
"2390",525,"2021-04-12","podkarpackie"
"2391",264,"2021-04-12","podlaskie"
"2392",614,"2021-04-12","pomorskie"
"2393",1666,"2021-04-12","śląskie"
"2394",487,"2021-04-12","świętokrzyskie"
"2395",490,"2021-04-12","warmińsko-mazurskie"
"2396",1184,"2021-04-12","wielkopolskie"
"2397",543,"2021-04-12","zachodniopomorskie"
"2398",21283,"2021-04-13","Cały kraj"
"2399",1710,"2021-04-13","dolnośląskie"
"2400",989,"2021-04-13","kujawsko-pomorskie"
"2401",1003,"2021-04-13","lubelskie"
"2402",438,"2021-04-13","lubuskie"
"2403",1635,"2021-04-13","łódzkie"
"2404",1886,"2021-04-13","małopolskie"
"2405",2925,"2021-04-13","mazowieckie"
"2406",499,"2021-04-13","opolskie"
"2407",818,"2021-04-13","podkarpackie"
"2408",540,"2021-04-13","podlaskie"
"2409",1108,"2021-04-13","pomorskie"
"2410",3386,"2021-04-13","śląskie"
"2411",547,"2021-04-13","świętokrzyskie"
"2412",610,"2021-04-13","warmińsko-mazurskie"
"2413",2102,"2021-04-13","wielkopolskie"
"2414",839,"2021-04-13","zachodniopomorskie"
"2415",21130,"2021-04-14","Cały kraj"
"2416",2277,"2021-04-14","dolnośląskie"
"2417",1085,"2021-04-14","kujawsko-pomorskie"
"2418",892,"2021-04-14","lubelskie"
"2419",505,"2021-04-14","lubuskie"
"2420",1300,"2021-04-14","łódzkie"
"2421",1747,"2021-04-14","małopolskie"
"2422",2555,"2021-04-14","mazowieckie"
"2423",638,"2021-04-14","opolskie"
"2424",923,"2021-04-14","podkarpackie"
"2425",374,"2021-04-14","podlaskie"
"2426",1008,"2021-04-14","pomorskie"
"2427",3142,"2021-04-14","śląskie"
"2428",659,"2021-04-14","świętokrzyskie"
"2429",520,"2021-04-14","warmińsko-mazurskie"
"2430",2495,"2021-04-14","wielkopolskie"
"2431",824,"2021-04-14","zachodniopomorskie"
"2432",17847,"2021-04-15","Cały kraj"
"2433",1748,"2021-04-15","dolnośląskie"
"2434",892,"2021-04-15","kujawsko-pomorskie"
"2435",775,"2021-04-15","lubelskie"
"2436",441,"2021-04-15","lubuskie"
"2437",1386,"2021-04-15","łódzkie"
"2438",1440,"2021-04-15","małopolskie"
"2439",2345,"2021-04-15","mazowieckie"
"2440",460,"2021-04-15","opolskie"
"2441",520,"2021-04-15","podkarpackie"
"2442",344,"2021-04-15","podlaskie"
"2443",867,"2021-04-15","pomorskie"
"2444",2761,"2021-04-15","śląskie"
"2445",540,"2021-04-15","świętokrzyskie"
"2446",481,"2021-04-15","warmińsko-mazurskie"
"2447",1949,"2021-04-15","wielkopolskie"
"2448",738,"2021-04-15","zachodniopomorskie"
"2449",15763,"2021-04-16","Cały kraj"
"2450",1524,"2021-04-16","dolnośląskie"
"2451",780,"2021-04-16","kujawsko-pomorskie"
"2452",724,"2021-04-16","lubelskie"
"2453",325,"2021-04-16","lubuskie"
"2454",1095,"2021-04-16","łódzkie"
"2455",1323,"2021-04-16","małopolskie"
"2456",1999,"2021-04-16","mazowieckie"
"2457",351,"2021-04-16","opolskie"
"2458",552,"2021-04-16","podkarpackie"
"2459",349,"2021-04-16","podlaskie"
"2460",881,"2021-04-16","pomorskie"
"2461",2691,"2021-04-16","śląskie"
"2462",438,"2021-04-16","świętokrzyskie"
"2463",354,"2021-04-16","warmińsko-mazurskie"
"2464",1575,"2021-04-16","wielkopolskie"
"2465",641,"2021-04-16","zachodniopomorskie"
"2466",12153,"2021-04-17","Cały kraj"
"2467",1019,"2021-04-17","dolnośląskie"
"2468",623,"2021-04-17","kujawsko-pomorskie"
"2469",477,"2021-04-17","lubelskie"
"2470",308,"2021-04-17","lubuskie"
"2471",863,"2021-04-17","łódzkie"
"2472",1075,"2021-04-17","małopolskie"
"2473",1815,"2021-04-17","mazowieckie"
"2474",407,"2021-04-17","opolskie"
"2475",418,"2021-04-17","podkarpackie"
"2476",214,"2021-04-17","podlaskie"
"2477",588,"2021-04-17","pomorskie"
"2478",1896,"2021-04-17","śląskie"
"2479",299,"2021-04-17","świętokrzyskie"
"2480",256,"2021-04-17","warmińsko-mazurskie"
"2481",1390,"2021-04-17","wielkopolskie"
"2482",345,"2021-04-17","zachodniopomorskie"
"2483",7283,"2021-04-18","Cały kraj"
"2484",747,"2021-04-18","dolnośląskie"
"2485",342,"2021-04-18","kujawsko-pomorskie"
"2486",166,"2021-04-18","lubelskie"
"2487",198,"2021-04-18","lubuskie"
"2488",414,"2021-04-18","łódzkie"
"2489",671,"2021-04-18","małopolskie"
"2490",1100,"2021-04-18","mazowieckie"
"2491",194,"2021-04-18","opolskie"
"2492",229,"2021-04-18","podkarpackie"
"2493",135,"2021-04-18","podlaskie"
"2494",383,"2021-04-18","pomorskie"
"2495",1171,"2021-04-18","śląskie"
"2496",249,"2021-04-18","świętokrzyskie"
"2497",103,"2021-04-18","warmińsko-mazurskie"
"2498",720,"2021-04-18","wielkopolskie"
"2499",356,"2021-04-18","zachodniopomorskie"
"2500",9246,"2021-04-19","Cały kraj"
"2501",864,"2021-04-19","dolnośląskie"
"2502",545,"2021-04-19","kujawsko-pomorskie"
"2503",587,"2021-04-19","lubelskie"
"2504",174,"2021-04-19","lubuskie"
"2505",713,"2021-04-19","łódzkie"
"2506",630,"2021-04-19","małopolskie"
"2507",1248,"2021-04-19","mazowieckie"
"2508",208,"2021-04-19","opolskie"
"2509",266,"2021-04-19","podkarpackie"
"2510",142,"2021-04-19","podlaskie"
"2511",417,"2021-04-19","pomorskie"
"2512",1307,"2021-04-19","śląskie"
"2513",321,"2021-04-19","świętokrzyskie"
"2514",306,"2021-04-19","warmińsko-mazurskie"
"2515",885,"2021-04-19","wielkopolskie"
"2516",490,"2021-04-19","zachodniopomorskie"
"2517",13926,"2021-04-20","Cały kraj"
"2518",1213,"2021-04-20","dolnośląskie"
"2519",663,"2021-04-20","kujawsko-pomorskie"
"2520",604,"2021-04-20","lubelskie"
"2521",281,"2021-04-20","lubuskie"
"2522",1051,"2021-04-20","łódzkie"
"2523",1290,"2021-04-20","małopolskie"
"2524",1615,"2021-04-20","mazowieckie"
"2525",358,"2021-04-20","opolskie"
"2526",417,"2021-04-20","podkarpackie"
"2527",260,"2021-04-20","podlaskie"
"2528",665,"2021-04-20","pomorskie"
"2529",2573,"2021-04-20","śląskie"
"2530",371,"2021-04-20","świętokrzyskie"
"2531",336,"2021-04-20","warmińsko-mazurskie"
"2532",1429,"2021-04-20","wielkopolskie"
"2533",667,"2021-04-20","zachodniopomorskie"
"2534",12762,"2021-04-21","Cały kraj"
"2535",1376,"2021-04-21","dolnośląskie"
"2536",695,"2021-04-21","kujawsko-pomorskie"
"2537",555,"2021-04-21","lubelskie"
"2538",351,"2021-04-21","lubuskie"
"2539",900,"2021-04-21","łódzkie"
"2540",1075,"2021-04-21","małopolskie"
"2541",1397,"2021-04-21","mazowieckie"
"2542",360,"2021-04-21","opolskie"
"2543",486,"2021-04-21","podkarpackie"
"2544",220,"2021-04-21","podlaskie"
"2545",538,"2021-04-21","pomorskie"
"2546",2123,"2021-04-21","śląskie"
"2547",400,"2021-04-21","świętokrzyskie"
"2548",278,"2021-04-21","warmińsko-mazurskie"
"2549",1286,"2021-04-21","wielkopolskie"
"2550",601,"2021-04-21","zachodniopomorskie"
"2551",10858,"2021-04-22","Cały kraj"
"2552",1179,"2021-04-22","dolnośląskie"
"2553",469,"2021-04-22","kujawsko-pomorskie"
"2554",475,"2021-04-22","lubelskie"
"2555",251,"2021-04-22","lubuskie"
"2556",746,"2021-04-22","łódzkie"
"2557",908,"2021-04-22","małopolskie"
"2558",1345,"2021-04-22","mazowieckie"
"2559",293,"2021-04-22","opolskie"
"2560",333,"2021-04-22","podkarpackie"
"2561",167,"2021-04-22","podlaskie"
"2562",537,"2021-04-22","pomorskie"
"2563",1736,"2021-04-22","śląskie"
"2564",320,"2021-04-22","świętokrzyskie"
"2565",271,"2021-04-22","warmińsko-mazurskie"
"2566",1216,"2021-04-22","wielkopolskie"
"2567",521,"2021-04-22","zachodniopomorskie"
"2568",9505,"2021-04-23","Cały kraj"
"2569",916,"2021-04-23","dolnośląskie"
"2570",443,"2021-04-23","kujawsko-pomorskie"
"2571",424,"2021-04-23","lubelskie"
"2572",226,"2021-04-23","lubuskie"
"2573",693,"2021-04-23","łódzkie"
"2574",790,"2021-04-23","małopolskie"
"2575",1237,"2021-04-23","mazowieckie"
"2576",341,"2021-04-23","opolskie"
"2577",296,"2021-04-23","podkarpackie"
"2578",172,"2021-04-23","podlaskie"
"2579",416,"2021-04-23","pomorskie"
"2580",1555,"2021-04-23","śląskie"
"2581",327,"2021-04-23","świętokrzyskie"
"2582",203,"2021-04-23","warmińsko-mazurskie"
"2583",962,"2021-04-23","wielkopolskie"
"2584",404,"2021-04-23","zachodniopomorskie"
"2585",7219,"2021-04-24","Cały kraj"
"2586",786,"2021-04-24","dolnośląskie"
"2587",316,"2021-04-24","kujawsko-pomorskie"
"2588",278,"2021-04-24","lubelskie"
"2589",206,"2021-04-24","lubuskie"
"2590",496,"2021-04-24","łódzkie"
"2591",602,"2021-04-24","małopolskie"
"2592",993,"2021-04-24","mazowieckie"
"2593",268,"2021-04-24","opolskie"
"2594",206,"2021-04-24","podkarpackie"
"2595",95,"2021-04-24","podlaskie"
"2596",356,"2021-04-24","pomorskie"
"2597",1085,"2021-04-24","śląskie"
"2598",152,"2021-04-24","świętokrzyskie"
"2599",152,"2021-04-24","warmińsko-mazurskie"
"2600",810,"2021-04-24","wielkopolskie"
"2601",318,"2021-04-24","zachodniopomorskie"
"2602",3451,"2021-04-25","Cały kraj"
"2603",330,"2021-04-25","dolnośląskie"
"2604",183,"2021-04-25","kujawsko-pomorskie"
"2605",87,"2021-04-25","lubelskie"
